DB 0 MOTIF	FILTER_LEN10_0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_765
 -85.0	11
 -84.0	6
 -83.0	8
 -82.0	4.5
 -81.0	7
 -80.0	6
 -79.0	8
 -78.0	6
 -77.0	9
 -76.0	3
 -75.0	2
 -74.0	7
 -73.0	8
 -72.0	5
 -71.0	3.5
 -70.0	6
 -69.0	8
 -68.0	4
 -67.0	6
 -66.0	1
 -65.0	3
 -64.0	6
 -63.0	4
 -62.0	4
 -61.0	6
 -60.0	5
 -59.0	8
 -58.0	9
 -57.0	6
 -56.0	5
 -55.0	3
 -54.0	3
 -53.0	4
 -52.0	3
 -51.0	7
 -50.0	0
 -49.0	2
 -48.0	3
 -47.0	6
 -46.0	10
 -45.0	7
 -44.0	3
 -43.0	15
 -42.0	8
 -41.0	10
 -40.0	6
 -39.0	10
 -38.0	11
 -37.0	10
 -36.0	5
 -35.0	14
 -34.0	12
 -33.0	19
 -32.0	7
 -31.0	10
 -30.0	11
 -29.0	4
 -28.0	11
 -27.0	11
 -26.0	11
 -25.0	9
 -24.0	10
 -23.0	5
 -22.0	6
 -21.0	7
 -20.0	7
 -19.0	4
 -18.0	7
 -17.0	6
 -16.0	1
 -15.0	13
 -14.0	1
 -13.0	6
 -12.0	2
 -11.0	6
 -10.0	3
  -9.0	2
  -8.0	2
  -7.0	1
  -6.0	0
  -5.0	0
  -4.0	2
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	1
   2.0	1
   3.0	1
   4.0	0
   5.0	1
   6.0	1
   7.0	1
   8.0	1
   9.0	1
  10.0	0
  11.0	0
  12.0	0
  13.0	3
  14.0	1
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	1
  22.0	1
  23.0	0
  24.0	1
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	1
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	2
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_766
 -85.0	5
 -84.0	4
 -83.0	1
 -82.0	3
 -81.0	4
 -80.0	9
 -79.0	7
 -78.0	2
 -77.0	8
 -76.0	5
 -75.0	8
 -74.0	6
 -73.0	7.5
 -72.0	4
 -71.0	7
 -70.0	11
 -69.0	5
 -68.0	4
 -67.0	6
 -66.0	7
 -65.0	8
 -64.0	12
 -63.0	6
 -62.0	14
 -61.0	6
 -60.0	13
 -59.0	15
 -58.0	20
 -57.0	9
 -56.0	2
 -55.0	7.5
 -54.0	3
 -53.0	3
 -52.0	9
 -51.0	10
 -50.0	6
 -49.0	6.5
 -48.0	2
 -47.0	9
 -46.0	5
 -45.0	8.5
 -44.0	7
 -43.0	9.5
 -42.0	4
 -41.0	2
 -40.0	6
 -39.0	8
 -38.0	10
 -37.0	2
 -36.0	10
 -35.0	8
 -34.0	8
 -33.0	9
 -32.0	3
 -31.0	8
 -30.0	5
 -29.0	8
 -28.0	8
 -27.0	8
 -26.0	6
 -25.0	5
 -24.0	0
 -23.0	6
 -22.0	4
 -21.0	8
 -20.0	7
 -19.0	6
 -18.0	6
 -17.0	3
 -16.0	2
 -15.0	4
 -14.0	4
 -13.0	5
 -12.0	2
 -11.0	1
 -10.0	2
  -9.0	0
  -8.0	3
  -7.0	1.5
  -6.0	1.5
  -5.0	1
  -4.0	1
  -3.0	2.5
  -2.0	1
  -1.0	0
   0.0	0
   1.0	0
   2.0	3
   3.0	0
   4.0	1
   5.0	0
   6.0	1
   7.0	0
   8.0	2
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	2
  16.0	0
  17.0	1
  18.0	0
  19.0	0
  20.0	1
  21.0	0
  22.0	3
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	1
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_767
 -85.0	16
 -84.0	8
 -83.0	17
 -82.0	13
 -81.0	16
 -80.0	10
 -79.0	11
 -78.0	14
 -77.0	20
 -76.0	20
 -75.0	10
 -74.0	12
 -73.0	12
 -72.0	11
 -71.0	10
 -70.0	12
 -69.0	13
 -68.0	14
 -67.0	7
 -66.0	12
 -65.0	9
 -64.0	15
 -63.0	13.5
 -62.0	9
 -61.0	13
 -60.0	6.5
 -59.0	9
 -58.0	20
 -57.0	10
 -56.0	13
 -55.0	9
 -54.0	9
 -53.0	7
 -52.0	1
 -51.0	11
 -50.0	4
 -49.0	4
 -48.0	3
 -47.0	5
 -46.0	5.5
 -45.0	6
 -44.0	7
 -43.0	8
 -42.0	8
 -41.0	8
 -40.0	10
 -39.0	8
 -38.0	4
 -37.0	5
 -36.0	3
 -35.0	3
 -34.0	5
 -33.0	6
 -32.0	9
 -31.0	5
 -30.0	5
 -29.0	7
 -28.0	7
 -27.0	3
 -26.0	9
 -25.0	4
 -24.0	6
 -23.0	2
 -22.0	2
 -21.0	3
 -20.0	11
 -19.0	5
 -18.0	6
 -17.0	7
 -16.0	3
 -15.0	4
 -14.0	4.5
 -13.0	2
 -12.0	2
 -11.0	2
 -10.0	4
  -9.0	4
  -8.0	6
  -7.0	1
  -6.0	5
  -5.0	2
  -4.0	1
  -3.0	1
  -2.0	1
  -1.0	0
   0.0	1
   1.0	3
   2.0	0
   3.0	1
   4.0	2
   5.0	3
   6.0	1
   7.0	1
   8.0	1
   9.0	0
  10.0	5
  11.0	0
  12.0	1
  13.0	1
  14.0	0
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	1
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	1
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_768
 -85.0	6
 -84.0	3
 -83.0	2
 -82.0	3
 -81.0	7
 -80.0	3
 -79.0	6
 -78.0	7
 -77.0	5
 -76.0	8
 -75.0	3
 -74.0	6
 -73.0	2
 -72.0	7
 -71.0	9
 -70.0	6
 -69.0	4
 -68.0	9
 -67.0	6
 -66.0	5
 -65.0	5
 -64.0	7
 -63.0	5
 -62.0	5
 -61.0	8
 -60.0	4
 -59.0	7.33333
 -58.0	2
 -57.0	7.5
 -56.0	5
 -55.0	9.33333
 -54.0	5
 -53.0	7
 -52.0	6
 -51.0	6.33333
 -50.0	10
 -49.0	7.5
 -48.0	2
 -47.0	11
 -46.0	6
 -45.0	7
 -44.0	2
 -43.0	12
 -42.0	7
 -41.0	10
 -40.0	2
 -39.0	6
 -38.0	3
 -37.0	9
 -36.0	5
 -35.0	10
 -34.0	4
 -33.0	7
 -32.0	3
 -31.0	3
 -30.0	7
 -29.0	8
 -28.0	2
 -27.0	7
 -26.0	3
 -25.0	2
 -24.0	4
 -23.0	3
 -22.0	7
 -21.0	10
 -20.0	2
 -19.0	2
 -18.0	1
 -17.0	1
 -16.0	6
 -15.0	3
 -14.0	3
 -13.0	2
 -12.0	1
 -11.0	4
 -10.0	1
  -9.0	1
  -8.0	1
  -7.0	1
  -6.0	0
  -5.0	0
  -4.0	3
  -3.0	1
  -2.0	1
  -1.0	3
   0.0	3
   1.0	1
   2.0	1
   3.0	1
   4.0	0
   5.0	1
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	0
  11.0	1
  12.0	1
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	1
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	1
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_769
 -85.0	3
 -84.0	1
 -83.0	9
 -82.0	4.5
 -81.0	12
 -80.0	7
 -79.0	10
 -78.0	10
 -77.0	12.5
 -76.0	8
 -75.0	9
 -74.0	7
 -73.0	5
 -72.0	4
 -71.0	4
 -70.0	8
 -69.0	10.5
 -68.0	7
 -67.0	5
 -66.0	11
 -65.0	7
 -64.0	11
 -63.0	5
 -62.0	5
 -61.0	4
 -60.0	5
 -59.0	10
 -58.0	6.33333
 -57.0	6
 -56.0	12
 -55.0	9
 -54.0	7.33333
 -53.0	6.5
 -52.0	7
 -51.0	9
 -50.0	9.33333
 -49.0	6.5
 -48.0	6
 -47.0	6
 -46.0	11
 -45.0	2
 -44.0	7
 -43.0	3
 -42.0	4
 -41.0	7
 -40.0	5
 -39.0	2
 -38.0	9
 -37.0	7
 -36.0	6
 -35.0	0
 -34.0	8
 -33.0	6
 -32.0	7
 -31.0	8.5
 -30.0	6
 -29.0	2
 -28.0	4
 -27.0	2
 -26.0	8
 -25.0	5
 -24.0	6
 -23.0	7.5
 -22.0	2
 -21.0	4
 -20.0	4
 -19.0	3
 -18.0	8
 -17.0	1
 -16.0	2
 -15.0	1
 -14.0	4
 -13.0	5.5
 -12.0	0
 -11.0	2
 -10.0	0
  -9.0	2
  -8.0	2
  -7.0	2
  -6.0	3
  -5.0	1
  -4.0	4
  -3.0	1
  -2.0	2
  -1.0	2
   0.0	2
   1.0	1
   2.0	0
   3.0	3
   4.0	0
   5.0	0
   6.0	2
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	2
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	2
  22.0	0
  23.0	3
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	1
  34.0	0
  35.0	0
  36.0	1
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	1
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_770
 -85.0	5
 -84.0	7
 -83.0	6
 -82.0	8
 -81.0	6
 -80.0	7
 -79.0	4
 -78.0	10
 -77.0	6
 -76.0	3
 -75.0	8
 -74.0	4
 -73.0	7
 -72.0	5
 -71.0	3.5
 -70.0	4
 -69.0	4
 -68.0	6
 -67.0	7
 -66.0	6
 -65.0	0
 -64.0	9
 -63.0	7
 -62.0	7
 -61.0	5
 -60.0	3.5
 -59.0	7
 -58.0	6
 -57.0	6
 -56.0	3
 -55.0	6
 -54.0	7
 -53.0	2
 -52.0	5
 -51.0	3
 -50.0	6
 -49.0	4.5
 -48.0	2
 -47.0	6
 -46.0	6
 -45.0	3
 -44.0	6
 -43.0	5
 -42.0	4
 -41.0	4
 -40.0	2
 -39.0	2
 -38.0	4
 -37.0	4
 -36.0	2
 -35.0	0
 -34.0	3
 -33.0	6
 -32.0	1.5
 -31.0	2
 -30.0	4.5
 -29.0	2
 -28.0	6
 -27.0	6
 -26.0	2
 -25.0	2
 -24.0	2
 -23.0	1
 -22.0	4
 -21.0	3
 -20.0	8
 -19.0	6
 -18.0	3
 -17.0	1
 -16.0	3
 -15.0	3
 -14.0	2
 -13.0	3
 -12.0	5
 -11.0	1.5
 -10.0	1
  -9.0	2
  -8.0	1
  -7.0	0
  -6.0	2
  -5.0	5
  -4.0	1
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	1
   2.0	1
   3.0	0
   4.0	2
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	5
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	1
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_771
 -85.0	3
 -84.0	6
 -83.0	5
 -82.0	6
 -81.0	3
 -80.0	6
 -79.0	6
 -78.0	3.5
 -77.0	3
 -76.0	3
 -75.0	3
 -74.0	6
 -73.0	4
 -72.0	5
 -71.0	9
 -70.0	7
 -69.0	6
 -68.0	12
 -67.0	4
 -66.0	12
 -65.0	3
 -64.0	8
 -63.0	3
 -62.0	7
 -61.0	4
 -60.0	3
 -59.0	4
 -58.0	5
 -57.0	6
 -56.0	5
 -55.0	5
 -54.0	6
 -53.0	12
 -52.0	3
 -51.0	8
 -50.0	9
 -49.0	4
 -48.0	6
 -47.0	7
 -46.0	9
 -45.0	3
 -44.0	7
 -43.0	4
 -42.0	4
 -41.0	8
 -40.0	7
 -39.0	7
 -38.0	2
 -37.0	8.5
 -36.0	12
 -35.0	10
 -34.0	5
 -33.0	6
 -32.0	5
 -31.0	5
 -30.0	2
 -29.0	3.5
 -28.0	4
 -27.0	4
 -26.0	1
 -25.0	6
 -24.0	3
 -23.0	5
 -22.0	7
 -21.0	8
 -20.0	6
 -19.0	3
 -18.0	9
 -17.0	3
 -16.0	0
 -15.0	2.5
 -14.0	4
 -13.0	2
 -12.0	2
 -11.0	0
 -10.0	1
  -9.0	5
  -8.0	2
  -7.0	1
  -6.0	3
  -5.0	3
  -4.0	1
  -3.0	1
  -2.0	2
  -1.0	1
   0.0	1
   1.0	2
   2.0	2
   3.0	0
   4.0	1
   5.0	1
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	1
  12.0	1
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	1
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	1
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_772
 -85.0	6
 -84.0	4
 -83.0	3
 -82.0	10
 -81.0	3
 -80.0	2
 -79.0	7
 -78.0	1
 -77.0	11
 -76.0	18
 -75.0	16
 -74.0	6
 -73.0	10
 -72.0	6
 -71.0	17
 -70.0	5
 -69.0	11
 -68.0	6
 -67.0	8
 -66.0	9
 -65.0	14
 -64.0	13
 -63.0	9
 -62.0	6
 -61.0	13
 -60.0	18
 -59.0	26
 -58.0	9
 -57.0	4
 -56.0	11
 -55.0	8
 -54.0	5
 -53.0	10
 -52.0	8
 -51.0	10
 -50.0	10
 -49.0	4
 -48.0	7
 -47.0	6
 -46.0	3
 -45.0	5
 -44.0	2
 -43.0	3
 -42.0	7
 -41.0	5
 -40.0	4
 -39.0	5
 -38.0	3
 -37.0	5
 -36.0	7
 -35.0	5
 -34.0	6
 -33.0	1
 -32.0	6
 -31.0	5
 -30.0	7
 -29.0	7
 -28.0	5
 -27.0	1
 -26.0	8
 -25.0	5
 -24.0	4
 -23.0	5
 -22.0	8
 -21.0	6
 -20.0	7
 -19.0	2
 -18.0	7
 -17.0	3
 -16.0	5
 -15.0	2
 -14.0	6
 -13.0	1
 -12.0	2
 -11.0	2
 -10.0	3
  -9.0	4
  -8.0	0
  -7.0	1
  -6.0	1
  -5.0	0
  -4.0	2
  -3.0	1
  -2.0	0
  -1.0	1
   0.0	1
   1.0	1
   2.0	0
   3.0	2
   4.0	1
   5.0	0
   6.0	0
   7.0	0
   8.0	1
   9.0	1
  10.0	0
  11.0	0
  12.0	2
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	1
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	1
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	1
  38.0	0
  39.0	1
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_773
 -85.0	6
 -84.0	2
 -83.0	5
 -82.0	6
 -81.0	1
 -80.0	6
 -79.0	5
 -78.0	9
 -77.0	11
 -76.0	6
 -75.0	6
 -74.0	10
 -73.0	16.5
 -72.0	6.5
 -71.0	5
 -70.0	14
 -69.0	8.5
 -68.0	8
 -67.0	5
 -66.0	10
 -65.0	14
 -64.0	11
 -63.0	9
 -62.0	6
 -61.0	3
 -60.0	13
 -59.0	4
 -58.0	6.5
 -57.0	3
 -56.0	11
 -55.0	5
 -54.0	7
 -53.0	6.5
 -52.0	10.5
 -51.0	5
 -50.0	9
 -49.0	8.5
 -48.0	11.5
 -47.0	6
 -46.0	4
 -45.0	7
 -44.0	7
 -43.0	9.5
 -42.0	7
 -41.0	3
 -40.0	6
 -39.0	5.5
 -38.0	2
 -37.0	4.5
 -36.0	8
 -35.0	6
 -34.0	4
 -33.0	5
 -32.0	9
 -31.0	5.5
 -30.0	4
 -29.0	7
 -28.0	3.5
 -27.0	7
 -26.0	6
 -25.0	3
 -24.0	6
 -23.0	6
 -22.0	12
 -21.0	3
 -20.0	4
 -19.0	2
 -18.0	3
 -17.0	5
 -16.0	5.5
 -15.0	0
 -14.0	2
 -13.0	1
 -12.0	3
 -11.0	3
 -10.0	3
  -9.0	1
  -8.0	2
  -7.0	4
  -6.0	3
  -5.0	2
  -4.0	0
  -3.0	0
  -2.0	3
  -1.0	3
   0.0	2
   1.0	0
   2.0	1
   3.0	0
   4.0	0
   5.0	1
   6.0	0
   7.0	0
   8.0	2
   9.0	0
  10.0	0
  11.0	1
  12.0	1
  13.0	0
  14.0	0
  15.0	0
  16.0	1
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	1
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_774
 -85.0	8
 -84.0	5
 -83.0	7
 -82.0	4
 -81.0	6.5
 -80.0	3
 -79.0	8
 -78.0	10
 -77.0	9
 -76.0	8
 -75.0	6
 -74.0	9
 -73.0	8.5
 -72.0	4
 -71.0	9
 -70.0	7
 -69.0	6
 -68.0	4
 -67.0	8
 -66.0	5
 -65.0	6
 -64.0	5
 -63.0	10
 -62.0	9
 -61.0	5
 -60.0	1
 -59.0	3
 -58.0	8
 -57.0	4
 -56.0	3
 -55.0	4
 -54.0	1
 -53.0	8
 -52.0	2
 -51.0	2
 -50.0	2
 -49.0	2
 -48.0	2
 -47.0	5.5
 -46.0	4
 -45.0	3
 -44.0	3
 -43.0	3.5
 -42.0	4
 -41.0	8
 -40.0	2
 -39.0	6
 -38.0	2
 -37.0	3
 -36.0	2
 -35.0	4
 -34.0	3
 -33.0	2
 -32.0	2
 -31.0	8
 -30.0	8
 -29.0	6
 -28.0	10
 -27.0	2
 -26.0	4
 -25.0	2
 -24.0	3
 -23.0	6
 -22.0	3
 -21.0	2
 -20.0	1
 -19.0	3
 -18.0	4
 -17.0	2
 -16.0	1
 -15.0	2
 -14.0	3
 -13.0	4
 -12.0	1
 -11.0	2
 -10.0	2
  -9.0	0
  -8.0	3.5
  -7.0	1
  -6.0	4
  -5.0	0
  -4.0	1
  -3.0	1
  -2.0	0
  -1.0	0.5
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	1
  11.0	1
  12.0	0
  13.0	0
  14.0	2
  15.0	0
  16.0	1
  17.0	1
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	1
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	1
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_775
 -85.0	4
 -84.0	6
 -83.0	4
 -82.0	5
 -81.0	4
 -80.0	4
 -79.0	1
 -78.0	5
 -77.0	4
 -76.0	3
 -75.0	7
 -74.0	6
 -73.0	0
 -72.0	4
 -71.0	3
 -70.0	6
 -69.0	5
 -68.0	8
 -67.0	2
 -66.0	1
 -65.0	5
 -64.0	2
 -63.0	6
 -62.0	3
 -61.0	3
 -60.0	4
 -59.0	5
 -58.0	2
 -57.0	4
 -56.0	4
 -55.0	4
 -54.0	5
 -53.0	10
 -52.0	6
 -51.0	8
 -50.0	4
 -49.0	5
 -48.0	5
 -47.0	6
 -46.0	9
 -45.0	5
 -44.0	3
 -43.0	9
 -42.0	6
 -41.0	17
 -40.0	8
 -39.0	6
 -38.0	6
 -37.0	4
 -36.0	6
 -35.0	5
 -34.0	7
 -33.0	5
 -32.0	8
 -31.0	6
 -30.0	6
 -29.0	2
 -28.0	6
 -27.0	3
 -26.0	3
 -25.0	12
 -24.0	1
 -23.0	6
 -22.0	4
 -21.0	2
 -20.0	4
 -19.0	3
 -18.0	5
 -17.0	2
 -16.0	6
 -15.0	3
 -14.0	4
 -13.0	1
 -12.0	1
 -11.0	0
 -10.0	1
  -9.0	3
  -8.0	1
  -7.0	1
  -6.0	0
  -5.0	2
  -4.0	2
  -3.0	2
  -2.0	1
  -1.0	1
   0.0	5
   1.0	1
   2.0	1
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	2
  11.0	0
  12.0	0
